0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Job_Title,Salary_Estimate,Rating,Company_Name,Location,Size,Type_Of_Ownership,Industry,Min_Salary,Max_Salary,Avg_Salary,Job_State,Same_State,Company_Age,Python,Excel,Hadoop,Spark,Aws,Tableau,Big_Data,Seniority,Hq_State
AI Data Scientist,90-109 ,3.3,MITRE,"McLean, VA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,90,109,99, VA,0,62,1,0,0,0,0,0,0,,MA
Machine Learning Engineer,90-109 ,5.0,"Expedition Technology, Inc.","Herndon, VA",1 to 50 employees,Company - Private,Aerospace & Defense,90,109,99, VA,0,7,1,1,0,0,0,0,0,,VA
Research Scientist Patient Preferences (Remote),90-109 ,3.8,Evidera,"Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,90,109,99, MD,1,7,0,1,0,0,0,0,0,,MD
Data Scientist,90-109 ,3.4,Plymouth Rock Assurance,"Woodbridge, NJ",1001 to 5000 employees,Company - Private,Insurance Carriers,90,109,99, NJ,0,38,0,1,0,0,0,0,0,,MA
Scientist - Biomarker and Flow Cytometry,90-109 ,2.4,Crown Bioscience,"San Diego, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,90,109,99, CA,1,14,0,0,0,0,0,0,0,,CA
Data Scientist,90-109 ,2.9,GNS Healthcare,"Cambridge, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,90,109,99, MA,1,20,0,0,0,0,1,0,1,,MA
Analytics Manager,90-109 ,4.4,OneMagnify,"Dearborn, MI",201 to 500 employees,Company - Private,Advertising & Marketing,90,109,99, MI,0,53,0,1,0,0,0,1,0,,MI
Data Scientist,90-109 ,2.9,SPECTRUM,"Maryland Heights, MO",10000+ employees,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",90,109,99, MO,0,4,1,1,1,0,0,0,1,,CT
Staff Scientist- Upstream PD,90-109 ,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,90,109,99, MD,1,59,0,0,0,0,0,0,0,,MD
Data Engineer,90-109 ,4.2,Procore Technologies,"Carpinteria, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,90,109,99, CA,1,18,1,1,1,1,1,0,0,,CA
Sr Scientist - Extractables & Leachables,90-109 ,3.5,Ritedose,"Columbia, SC",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,90,109,99, SC,1,25,0,1,0,0,0,0,0,senior,SC
ELISA RESEARCH SCIENTIST (CV-15),90-109 ,0.0,Covid-19 Search Partners,"Hauppauge, NY",,,,90,109,99, NY,0,-1,0,0,0,0,0,0,0,,
Sr Data Scientist,90-109 ,4.2,bioMérieux,"Saint Louis, MO",10000+ employees,Company - Private,Biotech & Pharmaceuticals,90,109,99, MO,0,57,1,1,0,0,0,0,0,senior,
Data Scientist,101-165 ,4.5,Novetta,"Herndon, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,101,165,133, VA,0,8,1,1,0,0,1,0,0,,VA
Experienced Data Scientist,101-165 ,4.4,Guzman & Griffin Technologies (GGTI),"Washington, DC",1 to 50 employees,Company - Private,Federal Agencies,101,165,133, DC,0,23,1,1,1,1,0,1,0,,NJ
Machine Learning Engineer,101-165 ,0.0,Radical Convergence,"Reston, VA",,,,101,165,133, VA,0,-1,1,0,0,0,0,0,0,,
Data Scientist,101-165 ,3.5,Leidos,"Fort Meade, MD",10000+ employees,Company - Public,Aerospace & Defense,101,165,133, MD,0,51,0,0,0,0,1,0,1,,VA
Data Scientist,101-165 ,4.5,Demandbase,"San Francisco, CA",201 to 500 employees,Company - Private,Computer Hardware & Software,101,165,133, CA,1,14,1,0,0,1,1,0,1,,CA
Say Business Data Analyst,101-165 ,4.1,Shelter Insurance,"Columbia, MO",1001 to 5000 employees,Company - Private,Insurance Carriers,101,165,133, MO,1,74,1,1,0,0,1,1,0,,MO
Geospatial Data Scientist,101-165 ,3.5,Maxar Technologies,"Chantilly, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,101,165,133, VA,0,-1,0,0,0,0,0,0,0,,CO
Data Analyst,101-165 ,2.7,USAC,"Washington, DC",501 to 1000 employees,Nonprofit Organization,Telecommunications Services,101,165,133, DC,1,23,1,1,0,0,0,0,0,,DC
Computational Scientist,101-165 ,3.4,General Dynamics Information Technology,"Vicksburg, MS",10000+ employees,Subsidiary or Business Segment,IT Services,101,165,133, MS,0,24,0,0,0,0,0,0,0,,VA
Data Scientist,101-165 ,4.4,Offerpad,"Chandler, AZ",201 to 500 employees,Company - Private,Real Estate,101,165,133, AZ,1,5,1,1,0,0,0,0,0,,AZ
Senior Data Analyst,101-165 ,4.0,Autodesk,"San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,101,165,133, CA,0,38,1,0,1,1,0,0,1,senior,CA
Senior Data Analyst,101-165 ,4.2,Autodesk,"San Francisco, CA",5001 to 10000 employees,Company - Public,Research & Development,101,165,133, CA,0,52,1,0,1,1,0,1,1,senior,VA
Data Engineer,101-165 ,3.5,Magna International Inc.,"Birmingham, AL",10000+ employees,Company - Public,,101,165,133, AL,0,63,1,0,1,1,1,0,1,,
Sr Data Analyst,101-165 ,2.3,United BioSource,"Blue Bell, PA",1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,101,165,133, PA,1,17,0,1,0,0,0,1,0,senior,PA
Data Scientist,101-165 ,3.4,Kelly,"Chicago, IL",5001 to 10000 employees,Company - Public,Staffing & Outsourcing,101,165,133, IL,0,74,0,1,0,0,0,0,0,,MI
"Machine Learning Scientist - Bay Area, CA",101-165 ,3.3,Tempus Labs,"Redwood City, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,101,165,133, CA,0,5,1,0,0,0,1,0,0,,IL
Data Scientist,101-165 ,4.7,C3.ai,"Redwood City, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,101,165,133, CA,1,11,1,1,0,0,0,0,0,,CA
Senior Data Scientist - Algorithms,101-165 ,3.9,Quartet Health,"New York, NY",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,101,165,133, NY,1,6,1,0,1,0,0,0,0,senior,NY
Data Analyst,101-165 ,3.3,Midland Credit Management,"San Diego, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,101,165,133, CA,1,67,1,1,0,0,0,0,0,,CA
Senior Data & Machine Learning Scientist,101-165 ,3.3,Tempus Labs,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,101,165,133, IL,1,5,1,0,0,0,1,0,0,senior,IL
Data Engineer,101-165 ,4.4,Resurgent Capital Services,"Cincinnati, OH",201 to 500 employees,Company - Private,Venture Capital & Private Equity,101,165,133, OH,0,22,1,1,0,0,1,0,0,,SC
"Data Scientist - Statistics, Early Career",56-97 ,3.7,PNNL,"Richland, WA",1001 to 5000 employees,Government,Energy,56,97,76, WA,1,55,0,1,0,0,0,0,0,,WA
Data Scientist,56-97 ,3.5,Buckman,"Memphis, TN",1001 to 5000 employees,Company - Private,Chemical Manufacturing,56,97,76, TN,1,75,1,0,1,0,0,0,0,,TN
Machine Learning Engineer,56-97 ,3.6,Buckman,"Memphis, TN",501 to 1000 employees,Nonprofit Organization,Federal Agencies,56,97,76, TN,0,53,1,0,0,0,0,0,0,,VA
Research Scientist - Patient-Centered Research (Remote),56-97 ,3.8,Evidera,"Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,56,97,76, MD,1,7,0,1,0,0,0,0,0,,MD
Jr. Business Data Analyst (position added 6/12/2020),56-97 ,4.7,webfx.com,"Harrisburg, PA",201 to 500 employees,Company - Private,Advertising & Marketing,56,97,76, PA,1,23,0,1,0,0,0,0,0,jr,PA
Sr. Data Scientist II,56-97 ,3.5,Argo Group US,"New York, NY",1001 to 5000 employees,Company - Public,Insurance Carriers,56,97,76, NY,0,72,1,0,1,1,1,0,0,senior,
Data Scientist,56-97 ,3.3,BWX Technologies,"Oak Ridge, TN",5001 to 10000 employees,Company - Public,Aerospace & Defense,56,97,76, TN,0,170,1,0,0,0,0,0,0,,VA
Senior Data Analyst,56-97 ,3.9,Life360,"San Francisco, CA",51 to 200 employees,Company - Public,Internet,56,97,76, CA,1,12,1,0,0,0,0,1,0,senior,CA
Lead Data Scientist,56-97 ,3.7,MassMutual,"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,56,97,76, MA,0,169,1,0,1,1,1,0,0,senior,MA
Production Engineer - Statistics/Data Analysis,56-97 ,3.9,Natera,"San Carlos, CA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,56,97,76, CA,1,16,1,1,0,0,1,0,0,,CA
Statistical Scientist,56-97 ,4.0,Genentech,"South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,56,97,76, CA,1,44,1,1,0,0,1,0,0,,CA
Computational Behavioral Scientist,56-97 ,4.2,Ntrepid,"Herndon, VA",201 to 500 employees,Company - Private,IT Services,56,97,76, VA,1,10,1,0,0,0,0,0,0,,VA
Principal Data Scientist - Machine Learning,56-97 ,3.6,Constant Contact,"Waltham, MA",,Subsidiary or Business Segment,Advertising & Marketing,56,97,76, MA,1,25,1,1,1,1,1,0,1,senior,MA
Principal Machine Learning Scientist,56-97 ,4.7,Sage Intacct,"San Francisco, CA",501 to 1000 employees,Subsidiary or Business Segment,Computer Hardware & Software,56,97,76, CA,0,21,1,0,0,0,0,0,0,senior,CA
Data Engineer,56-97 ,4.1,Shape Security,"Santa Clara, CA",51 to 200 employees,Company - Private,IT Services,56,97,76, CA,0,9,1,0,0,0,1,0,1,,CA
Principal Data Scientist,56-97 ,4.0,AstraZeneca,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,56,97,76, MD,0,107,1,1,0,0,0,0,0,senior,
Data Scientist,56-97 ,5.0,SkillSoniq,"San Francisco, CA",,Company - Public,,56,97,76, CA,0,-1,1,0,0,0,0,0,0,,NJ
Senior Data Scientist - R&D Oncology,56-97 ,4.0,AstraZeneca,"New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,56,97,76, NY,0,107,1,0,0,0,0,0,0,senior,
Data Scientist,56-97 ,4.3,Joby Aviation,"San Carlos, CA",51 to 200 employees,Company - Private,,56,97,76, CA,0,-1,1,1,0,1,1,0,1,,CA
"Health Plan Data Analyst, Sr",56-97 ,3.8,Cook Children's Health Care System,"Fort Worth, TX",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,56,97,76, TX,1,102,0,0,0,0,0,0,0,senior,TX
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",56-97 ,3.8,Rubius Therapeutics,"Smithfield, RI",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,56,97,76, RI,0,7,0,0,0,0,0,0,0,senior,MA
Analytics - Business Assurance Data Analyst,56-97 ,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,56,97,76, IA,1,28,0,1,0,0,0,1,0,,IA
Data Scientist,79-106 ,3.4,Spectrum Communications and Consulting,"Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,79,106,92, IL,1,28,0,0,0,0,0,0,0,,IL
Data Scientist,79-106 ,4.1,Coverent,"McLean, VA",51 to 200 employees,Company - Private,Consulting,79,106,92, VA,1,12,1,1,0,0,0,0,0,,VA
Machine Learning Engineer,79-106 ,3.7,Mteq,"Fort Belvoir, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,79,106,92, VA,0,66,1,0,0,0,0,0,0,,VA
Data Engineer,79-106 ,4.4,Rocket Lawyer,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,79,106,92, CA,1,12,1,1,1,0,0,0,1,,CA
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79-106 ,3.9,Novartis,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,79,106,92, MA,0,24,0,0,0,0,0,0,0,senior,
Data Engineer,79-106 ,3.6,Alion Science & Technology,"Linthicum Heights, MD",1001 to 5000 employees,Company - Private,Research & Development,79,106,92, MD,0,19,1,1,0,0,1,0,1,,VA
Data Science Instructor,79-106 ,4.5,Novetta,"Herndon, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,79,106,92, VA,0,8,0,1,0,0,0,0,0,,VA
Senior Business Intelligence Analyst,79-106 ,3.7,Protolabs,"Maple Plain, MN",1001 to 5000 employees,Company - Public,Miscellaneous Manufacturing,79,106,92, MN,1,21,0,0,0,0,0,0,0,senior,MN
In-Line Inspection Data Analyst,79-106 ,2.9,Quest Integrity,"Tulsa, OK",201 to 500 employees,Company - Public,Oil & Gas Services,79,106,92, OK,0,24,0,1,0,0,0,0,0,,WA
Data Scientist - TS/SCI FSP or CI Required,79-106 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD",1 to 50 employees,Company - Private,IT Services,79,106,92, MD,0,9,1,0,0,1,0,0,1,,MD
Data Scientist,79-106 ,3.4,Dice.com,"Newton, MA",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,79,106,92, MA,0,30,1,1,0,0,1,0,0,,CO
Senior Data Scientist,79-106 ,3.5,Maxar Technologies,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,79,106,92, VA,0,-1,1,1,0,0,0,0,1,senior,CO
Data Scientist - TS/SCI Required,79-106 ,5.0,Phoenix Operations Group,"Baltimore, MD",1 to 50 employees,Company - Private,IT Services,79,106,92, MD,0,9,1,0,0,1,0,0,1,,MD
Data Science Software Engineer,79-106 ,4.8,Klaviyo,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,79,106,92, MA,1,8,1,0,0,0,0,0,0,,MA
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,79-106 ,3.9,Southwest Research Institute,"Oklahoma City, OK",1001 to 5000 employees,Nonprofit Organization,Research & Development,79,106,92, OK,0,73,1,1,0,0,0,0,0,,TX
AI Ops Data Scientist,79-106 ,4.0,AstraZeneca,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,79,106,92, MD,0,107,1,0,1,1,1,0,0,,
"Intelligence Data Analyst, Senior",79-106 ,4.3,The Buffalo Group,"Fort Belvoir, VA",501 to 1000 employees,Company - Private,IT Services,79,106,92, VA,0,10,1,0,0,0,0,0,0,senior,VA
Analytics Manager - Data Mart,79-106 ,3.5,Central California Alliance for Health,"Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,79,106,92, CA,1,24,0,0,0,0,0,1,0,,CA
Data Modeler (Analytical Systems),79-106 ,3.7,MassMutual,"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,79,106,92, MA,0,169,0,1,1,1,0,0,1,,MA
"Senior Machine Learning Scientist - Bay Area, CA",79-106 ,3.3,Tempus Labs,"Redwood City, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,79,106,92, CA,0,5,1,0,0,0,1,0,0,senior,IL
Report Writer-Data Analyst,79-106 ,3.1,Security Finance Corporation of Spartanburg,"Spartanburg, SC",1001 to 5000 employees,Company - Private,Lending,79,106,92, SC,1,65,0,0,0,0,0,0,0,,SC
Data Scientist/Machine Learning,71-123 ,4.3,PulsePoint,"New York, NY",51 to 200 employees,Company - Private,Internet,71,123,97, NY,1,9,1,0,1,1,0,0,1,,NY
Data Scientist - Risk,71-123 ,4.2,LSQ,"Orlando, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,71,123,97, FL,1,24,1,1,1,1,1,1,1,,FL
Data Engineer,71-123 ,4.4,Resurgent Capital Services,"Cincinnati, OH",201 to 500 employees,Company - Private,Venture Capital & Private Equity,71,123,97, OH,0,22,1,1,0,0,1,0,0,,SC
Staff Data Scientist - Pricing,71-123 ,3.6,Opendoor,"San Francisco, CA",501 to 1000 employees,Company - Private,Real Estate,71,123,97, CA,1,6,1,0,0,0,1,0,0,,CA
Data Scientist,71-123 ,4.5,Global Data Management Inc,"Hartford, CT",51 to 200 employees,Company - Private,IT Services,71,123,97, CT,0,12,1,0,0,0,0,0,0,,NJ
Data Scientist,71-123 ,3.0,Photon Infotech,"Chicago, IL",1001 to 5000 employees,Company - Private,IT Services,71,123,97, IL,0,21,1,1,1,1,0,0,1,,
Data Scientist,71-123 ,5.0,REE,United States,51 to 200 employees,Company - Private,Transportation Equipment Manufacturing,71,123,97,US,0,2,1,0,0,0,0,0,1,,
Machine Learning Engineer,71-123 ,3.6,Riverside Research Institute,"Beavercreek, OH",501 to 1000 employees,Nonprofit Organization,Federal Agencies,71,123,97, OH,0,53,1,0,0,0,0,0,0,,VA
Equity Data Insights Analyst - Quantitative Analyst,71-123 ,3.6,T. Rowe Price,"Baltimore, MD",5001 to 10000 employees,Company - Public,Investment Banking & Asset Management,71,123,97, MD,1,83,1,1,0,0,0,1,0,,MD
Data Scientist,71-123 ,0.0,"Encode, Inc.","Norfolk, VA",1 to 50 employees,Company - Private,IT Services,71,123,97, VA,0,-1,0,1,0,0,1,0,1,,NJ
Research Scientist - Patient-Centered Research (Remote),71-123 ,3.8,Evidera,"Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,71,123,97, MD,1,7,0,1,0,0,0,0,0,,MD
Data Scientist,71-123 ,3.3,BWX Technologies,"Oak Ridge, TN",5001 to 10000 employees,Company - Public,Aerospace & Defense,71,123,97, TN,0,170,1,0,0,0,0,0,0,,VA
Operations Data Analyst,71-123 ,3.8,Brighthouse Financial,"Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,71,123,97, NC,1,3,0,0,0,0,0,0,0,,NC
Sr. Data Scientist II,71-123 ,3.5,Argo Group US,"New York, NY",1001 to 5000 employees,Company - Public,Insurance Carriers,71,123,97, NY,0,72,1,0,1,1,1,0,0,senior,
Data Scientist,71-123 ,3.3,II-VI Incorporated,"Champaign, IL",10000+ employees,Company - Public,Telecommunications Manufacturing,71,123,97, IL,0,49,0,1,0,0,0,0,0,,PA
Data Scientist,71-123 ,4.6,Surya Systems,"San Francisco, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,71,123,97, CA,0,-1,1,0,1,0,0,1,0,,PA
Senior Data Analyst,71-123 ,3.9,Life360,"San Francisco, CA",51 to 200 employees,Company - Public,Internet,71,123,97, CA,1,12,1,0,0,0,0,1,0,senior,CA
Data Scientist,71-123 ,3.9,Predictive Research Inc,"Plano, TX",1 to 50 employees,Company - Private,Consulting,71,123,97, TX,0,-1,1,0,0,0,0,0,0,,
Data Scientist,90-124 ,4.7,Oversight Systems,"Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,90,124,107, GA,1,17,1,1,0,0,0,0,0,,GA
Senior Research Statistician- Data Scientist,90-124 ,4.8,Acuity Insurance,"Sheboygan, WI",1001 to 5000 employees,Company - Private,Insurance Carriers,90,124,107, WI,1,95,0,0,0,0,0,0,0,senior,WI
Software Data Engineer,90-124 ,3.1,1010data,"New York, NY",201 to 500 employees,Company - Private,Computer Hardware & Software,90,124,107, NY,1,20,1,1,0,0,1,0,0,,NY
Data Scientist,90-124 ,3.6,Gigya,"Palo Alto, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,90,124,107, CA,0,14,0,0,0,0,0,0,1,,CA
Real World Evidence (RWE) Scientist,90-124 ,5.0,Genesis Research,"Hoboken, NJ",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,90,124,107, NJ,1,11,1,0,0,0,0,0,0,,NJ
Data Scientist,90-124 ,3.7,Sanofi,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,90,124,107, MA,0,47,1,0,0,0,0,1,1,,
Data Scientist,90-124 ,3.7,XPO Logistics,"Lebanon, IN",10000+ employees,Company - Public,Transportation Management,90,124,107, IN,0,9,1,0,0,0,0,0,1,,CT
Data Scientist,90-124 ,3.9,Trace Data,"Oakland, CA",51 to 200 employees,Company - Private,Insurance Carriers,90,124,107, CA,0,20,1,0,0,1,0,0,0,,CA
Data Scientist,90-124 ,4.3,Descript,"San Francisco, CA",1 to 50 employees,Company - Private,,90,124,107, CA,0,-1,1,0,0,0,0,0,0,,TX
Computer Scientist 1,90-124 ,4.2,Rincon Research Corporation,"Melbourne, FL",201 to 500 employees,Company - Private,Aerospace & Defense,90,124,107, FL,0,37,1,0,0,0,0,0,0,,AZ
Lead Data Scientist,90-124 ,3.7,MassMutual,"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,90,124,107, MA,0,169,1,0,1,1,1,0,0,senior,MA
Data Scientist,90-124 ,4.0,Better Hire,"Birmingham, AL",1 to 50 employees,Company - Private,,90,124,107, AL,1,-1,0,0,0,0,0,0,0,,AL
Data Scientist,90-124 ,3.3,Parker Hannifin,"Cleveland, OH",10000+ employees,Company - Public,Industrial Manufacturing,90,124,107, OH,1,103,1,1,0,0,0,0,0,,OH
Data Scientist,90-124 ,4.1,Gallup,"New York, NY",1001 to 5000 employees,Company - Private,Consulting,90,124,107, NY,0,85,1,1,0,0,0,0,0,,DC
Data Scientist,90-124 ,3.3,Insider Inc,"New York, NY",201 to 500 employees,Company - Private,News Outlet,90,124,107, NY,1,13,1,1,0,0,0,0,0,,NY
Data Scientist,90-124 ,3.9,Rapid Value Solutions,"San Francisco, CA",201 to 500 employees,Company - Private,IT Services,90,124,107, CA,0,11,1,0,0,0,1,0,0,,CA
Environmental Data Science,90-124 ,3.1,Battelle,"Norwell, MA",10000+ employees,Nonprofit Organization,Research & Development,90,124,107, MA,0,91,0,1,0,0,0,0,0,,OH
Computational Behavioral Scientist,90-124 ,4.2,Ntrepid,"Herndon, VA",201 to 500 employees,Company - Private,IT Services,90,124,107, VA,1,10,1,0,0,0,0,0,0,,VA
Data Scientist,90-124 ,5.0,"The Drive Media, Inc.","New York, NY",,,,90,124,107, NY,0,-1,1,1,0,0,0,0,0,,
Staff BI and Data Engineer,90-124 ,2.9,Affinity Solutions,"San Jose, CA",51 to 200 employees,Company - Private,Advertising & Marketing,90,124,107, CA,0,22,1,0,0,1,0,1,1,,NY
Principal Machine Learning Scientist,90-124 ,4.7,Sage Intacct,"San Francisco, CA",501 to 1000 employees,Subsidiary or Business Segment,Computer Hardware & Software,90,124,107, CA,0,21,1,0,0,0,0,0,0,senior,CA
Principal Data Scientist - Machine Learning,90-124 ,3.6,Constant Contact,"Waltham, MA",,Subsidiary or Business Segment,Advertising & Marketing,90,124,107, MA,1,25,1,1,1,1,1,0,1,senior,MA
Data Scientist-Human Resources,91-150 ,3.8,MIT Lincoln Laboratory,"Lexington, MA",1001 to 5000 employees,Nonprofit Organization,Aerospace & Defense,91,150,120, MA,1,69,1,0,1,1,0,0,1,,MA
Associate Data Scientist,91-150 ,3.3,Puget Sound Energy,"Bothell, WA",1001 to 5000 employees,Company - Private,Utilities,91,150,120, WA,0,21,0,1,1,1,0,0,0,,WA
"Data Scientist - Statistics, Mid-Career",91-150 ,3.7,Pacific Northwest National Laboratory,"Richland, WA",1001 to 5000 employees,Government,Energy,91,150,120, WA,1,55,0,0,0,0,0,0,0,,WA
Director of Data Science,91-150 ,3.8,Analysis Group,"Boston, MA",1001 to 5000 employees,Private Practice / Firm,Consulting,91,150,120, MA,1,39,1,1,0,0,1,0,0,,MA
Data Scientist,91-150 ,3.2,US Pharmacopeia,"Rockville, MD",1001 to 5000 employees,Nonprofit Organization,Biotech & Pharmaceuticals,91,150,120, MD,1,200,1,1,0,0,0,1,0,,MD
Data Scientist,91-150 ,4.6,Itlize Global,"Piscataway, NJ",201 to 500 employees,Company - Private,IT Services,91,150,120, NJ,1,10,1,0,1,1,0,0,1,,NJ
Data Scientist,91-150 ,3.5,eBay,"San Jose, CA",10000+ employees,Company - Public,Internet,91,150,120, CA,1,25,1,0,1,0,0,1,1,,CA
"Data Engineer, Digital & Comp Pathology",91-150 ,5.0,Paige,"New York, NY",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,91,150,120, NY,1,2,1,1,0,0,1,0,0,,NY
Data Engineer,91-150 ,4.1,Shape Security,"Santa Clara, CA",51 to 200 employees,Company - Private,IT Services,91,150,120, CA,0,9,1,0,0,0,1,0,1,,CA
"Manager / Lead, Data Science & Analytics",91-150 ,4.1,ABIOMED,"Danvers, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,91,150,120, MA,1,39,1,1,0,0,0,1,0,senior,MA
Data Scientist,91-150 ,3.5,Comcast,"New York, NY",10000+ employees,Company - Public,,91,150,120, NY,0,57,1,0,0,0,1,1,0,,PA
Data Scientist,91-150 ,3.2,"Metronome, LLC","Vienna, VA",51 to 200 employees,Company - Private,IT Services,91,150,120, VA,0,9,1,0,0,1,0,0,1,,VA
Data Scientist,91-150 ,5.0,SkillSoniq,"San Francisco, CA",,Company - Public,,91,150,120, CA,0,-1,1,0,0,0,0,0,0,,NJ
Data Scientist,91-150 ,4.7,Lawrence Livermore National Lab,"Livermore, CA",1001 to 5000 employees,Government,Federal Agencies,91,150,120, CA,1,68,1,1,0,0,0,0,1,,CA
Diversity and Inclusion Data Analyst,91-150 ,3.8,FHLBank Pittsburgh,"Pittsburgh, PA",201 to 500 employees,Company - Private,Banks & Credit Unions,91,150,120, PA,1,88,0,0,0,0,1,1,0,,PA
Data Scientist,91-150 ,3.6,Jacobs,"Herndon, VA",10000+ employees,Company - Public,Architectural & Engineering Services,91,150,120, VA,0,73,1,0,1,1,1,1,0,,TX
Data Scientist,91-150 ,4.8,Klaviyo,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,91,150,120, MA,1,8,0,0,0,0,0,0,0,,MA
Data Scientist,91-150 ,3.3,Underwriters Laboratories,"Northbrook, IL",10000+ employees,Company - Private,Consulting,91,150,120, IL,1,126,0,0,0,1,0,0,0,,IL
Data Scientist,91-150 ,3.7,Altus Group,"Irvine, CA",1001 to 5000 employees,Company - Public,Real Estate,91,150,120, CA,0,15,1,1,0,0,1,1,0,,
Data Scientist,91-150 ,5.0,Jobot,"Irvine, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,91,150,120, CA,1,2,1,1,0,0,0,1,0,,CA
Data Scientist,91-150 ,0.0,Trovetechs Inc,"San Francisco, CA",,Company - Private,,91,150,120, CA,0,-1,0,0,0,0,0,0,0,,NJ
Senior Analyst/Data Scientist,141-225 ,3.4,Edmunds.com,"Santa Monica, CA",501 to 1000 employees,Company - Private,Internet,141,225,183, CA,1,54,1,1,0,0,1,1,0,senior,CA
Data Scientist,141-225 ,5.0,Cohere Health,"Boston, MA",1 to 50 employees,Company - Private,IT Services,141,225,183, MA,1,1,1,1,0,0,0,0,0,,MA
Data Scientist,141-225 ,0.0,Trovetechs Inc,"San Francisco, CA",,Company - Private,,141,225,183, CA,0,-1,0,0,0,0,0,0,0,,NJ
Senior Data Scientist - R&D Oncology,141-225 ,4.0,AstraZeneca,"New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,141,225,183, NY,0,107,1,0,0,0,0,0,0,senior,
Data Scientist,141-225 ,4.2,Oshkosh Corporation,"Oshkosh, WI",10000+ employees,Company - Public,Transportation Equipment Manufacturing,141,225,183, WI,1,103,1,1,1,1,0,0,1,,WI
Data Scientist,141-225 ,4.3,Joby Aviation,"San Carlos, CA",51 to 200 employees,Company - Private,,141,225,183, CA,0,-1,1,1,0,1,1,0,1,,CA
