0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Job_Title,Salary_Estimate,Rating,Company_Name,Location,Size,Type_Of_Ownership,Industry,Min_Salary,Max_Salary,Avg_Salary,Job_State,Same_State,Company_Age,Python,Excel,Hadoop,Spark,Aws,Tableau,Big_Data,Seniority,Hq_State
Data Scientist,79-133 ,4.1,DCS Corp,"Hampton, VA",1001 to 5000 employees,Company - Private,Research & Development,79,133,106, VA,0,43,1,1,0,0,0,0,1,,VA
Data Scientist,79-133 ,2.1,Hive (CA),"San Francisco, CA",,Company - Private,Telecommunications Services,79,133,106, CA,0,1,1,0,1,1,0,0,0,,CA
Machine Learning Engineer/Scientist,79-133 ,4.8,Jane Street,"New York, NY",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,79,133,106, NY,1,20,0,0,0,0,0,0,0,,NY
Data Scientist - Intermediate,69-116 ,4.5,Envision LLC,"Saint Louis, MO",201 to 500 employees,Company - Private,Staffing & Outsourcing,69,116,92, MO,1,26,1,1,0,0,0,0,0,,MO
Principal Data Scientist,69-116 ,4.0,Autodesk,"San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,69,116,92, CA,0,38,1,1,1,1,1,0,1,senior,CA
Data Scientist,69-116 ,3.3,Hackensack Meridian Health,"Edison, NJ",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,69,116,92, NJ,1,-1,1,0,0,0,0,1,0,,NJ
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",69-116 ,3.9,Novartis,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,69,116,92, MA,0,24,0,0,0,0,0,0,0,senior,
Data Scientist,69-116 ,3.2,Net2Source Inc.,"Alpharetta, GA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,69,116,92, GA,0,13,1,1,1,1,0,0,0,,NJ
Data Scientist,69-116 ,3.2,The Trade Desk,"Boulder, CO",1001 to 5000 employees,Company - Public,Internet,69,116,92, CO,0,11,1,0,0,1,1,0,1,,CA
Data Scientist- Industrial Discrete Sector Industry,69-116 ,3.7,IBM,"Atlanta, GA",10000+ employees,Company - Public,IT Services,69,116,92, GA,0,109,1,1,0,0,1,0,0,,NY
Data Scientist,69-116 ,4.4,Knowesis Inc.,"Falls Church, VA",51 to 200 employees,Company - Private,Consulting,69,116,92, VA,0,13,1,0,1,0,1,1,0,,VA
Data Scientist,69-116 ,3.1,MoTek Technologies,"Mountain View, CA",1 to 50 employees,Company - Private,IT Services,69,116,92, CA,0,11,1,1,0,0,0,0,0,,CA
Data Scientist,69-116 ,3.3,The Davey Tree Expert Company,"Kent, OH",10000+ employees,Self-employed,Timber Operations,69,116,92, OH,1,140,1,1,0,0,0,0,0,,OH
Data Scientist,69-116 ,3.5,HPOne,"Trumbull, CT",501 to 1000 employees,Company - Private,Insurance Carriers,69,116,92, CT,1,14,1,1,0,0,0,1,0,,CT
Data Scientist,69-116 ,0.0,Stride Search,"San Francisco, CA",1 to 50 employees,Company - Private,,69,116,92, CA,0,-1,1,0,0,0,0,0,0,,CA
Machine Learning Engineer,69-116 ,2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,69,116,92, PA,1,36,1,0,0,0,0,0,0,,PA
Data Scientist,69-116 ,0.0,Blue Cloak LLC,"Sterling, VA",,,,69,116,92, VA,0,-1,1,0,1,1,1,1,0,,
Data Scientist,69-116 ,2.7,TBWA\Chiat\Day,"New York, NY",1001 to 5000 employees,Company - Public,Advertising & Marketing,69,116,92, NY,1,52,1,1,0,0,0,1,0,,NY
Data Scientist,69-116 ,3.5,ThreeBridge Solutions,"Alpharetta, GA",501 to 1000 employees,Company - Private,Consulting,69,116,92, GA,0,11,1,0,0,0,0,0,0,,MN
Data Scientist,69-116 ,3.2,"Numeric, LLC","Philadelphia, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,69,116,92, PA,0,-1,1,0,1,1,1,0,1,,PA
Data Analyst - Unilever Prestige,69-116 ,3.8,Dermalogica,"Carson, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,69,116,92, CA,1,34,1,0,0,0,0,1,0,,CA
Data Scientist,69-116 ,4.2,Centraprise,"Foster City, CA",51 to 200 employees,Company - Private,IT Services,69,116,92, CA,0,-1,1,0,0,0,0,0,0,,NJ
Data Scientist,69-116 ,4.8,TechProjects,"New York, NY",1 to 50 employees,Company - Private,IT Services,69,116,92, NY,0,9,1,1,0,0,0,1,0,,NJ
Data Scientist,69-116 ,4.2,DW Simpson,"Frederick, MD",51 to 200 employees,Company - Private,Staffing & Outsourcing,69,116,92, MD,0,31,1,1,0,0,0,1,0,,IL
Data & Machine Learning Scientist,31-56 ,3.3,Tempus Labs,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,31,56,43, IL,1,5,1,0,0,0,1,0,0,,IL
Data Scientist,31-56 ,4.0,Grid Dynamics,"Santa Clara, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,31,56,43, CA,0,14,1,1,0,0,0,1,1,,CA
"VP, Data Science",31-56 ,3.9,7Park Data,"New York, NY",51 to 200 employees,Company - Private,Research & Development,31,56,43, NY,1,8,1,1,0,1,0,0,0,,NY
Senior Business Intelligence Analyst,31-56 ,3.7,Protolabs,"Maple Plain, MN",1001 to 5000 employees,Company - Public,Miscellaneous Manufacturing,31,56,43, MN,1,21,0,0,0,0,0,0,0,senior,MN
Data Scientist,31-56 ,3.9,LinQuest,"Colorado Springs, CO",501 to 1000 employees,Company - Private,Aerospace & Defense,31,56,43, CO,0,16,1,1,0,0,0,1,0,,CA
Data Engineer - Kafka,31-56 ,3.5,Western Digital,"San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,31,56,43, CA,1,50,1,0,1,1,1,0,0,,CA
Data Scientist,31-56 ,4.0,Trexquant Investment,United States,1 to 50 employees,Company - Private,Investment Banking & Asset Management,31,56,43,US,0,8,1,0,0,0,0,0,0,,CT
Data Scientist,31-56 ,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH",1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,31,56,43, OH,0,133,0,0,0,0,0,0,0,,NE
Data Scientist,31-56 ,3.7,Fleetcor,"Atlanta, GA",5001 to 10000 employees,Company - Public,Financial Transaction Processing,31,56,43, GA,1,20,1,1,0,0,0,1,0,,GA
Data Scientist,31-56 ,4.5,Radiant Digital,"Washington, DC",1 to 50 employees,Company - Private,,31,56,43, DC,0,-1,1,1,1,1,0,0,0,,NY
Data Scientist,31-56 ,2.8,Child Care Aware of America,"Arlington, VA",51 to 200 employees,Nonprofit Organization,Social Assistance,31,56,43, VA,1,33,1,1,0,0,1,0,0,,VA
Data Scientist,31-56 ,4.1,IntelliPro Group Inc.,"Santa Clara, CA",201 to 500 employees,Company - Private,,31,56,43, CA,1,-1,1,1,1,0,0,0,0,,CA
In-Line Inspection Data Analyst,31-56 ,2.9,Quest Integrity,"Tulsa, OK",201 to 500 employees,Company - Public,Oil & Gas Services,31,56,43, OK,0,24,0,1,0,0,0,0,0,,WA
Data Scientist,31-56 ,4.7,Praxis Engineering,"Chantilly, VA",201 to 500 employees,Subsidiary or Business Segment,Computer Hardware & Software,31,56,43, VA,0,18,0,0,0,0,1,0,1,,MD
Data Scientist,31-56 ,3.4,USI,"Southfield, MI",1001 to 5000 employees,Company - Private,Construction,31,56,43, MI,0,22,1,1,0,0,0,0,0,,MN
Data Scientist,31-56 ,3.9,Apex Systems,"San Francisco, CA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,31,56,43, CA,0,25,0,0,0,0,0,0,0,,VA
Data Scientist,31-56 ,2.9,"Pragmatics, Inc.",United States,201 to 500 employees,Company - Private,IT Services,31,56,43,US,0,35,1,0,1,0,1,0,0,,VA
Decision Scientist,31-56 ,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,31,56,43, MD,1,78,0,1,0,1,0,0,0,,MD
Data Scientist,31-56 ,4.9,Cambridge Mobile Telematics,"Cambridge, MA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,31,56,43, MA,1,10,1,0,0,1,1,0,0,,MA
Data Scientist - TS/SCI FSP or CI Required,31-56 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD",1 to 50 employees,Company - Private,IT Services,31,56,43, MD,0,9,1,0,0,1,0,0,1,,MD
"Data Scientist, Applied Machine Learning - Bay Area",95-119 ,3.3,Tempus Labs,"Redwood City, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,95,119,107, CA,0,5,1,0,0,0,1,0,0,,IL
Data Scientist,95-119 ,3.5,The Knot Worldwide,"Washington, DC",1001 to 5000 employees,Company - Private,Internet,95,119,107, DC,0,1,1,0,0,1,1,0,0,,MD
Data Scientist,95-119 ,3.5,Crossover Health,"San Clemente, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,95,119,107, CA,0,10,1,1,0,0,0,1,1,,CA
Data Scientist,95-119 ,4.0,Lorven Technologies Inc,"New York, NY",1 to 50 employees,Company - Private,Accounting,95,119,107, NY,0,-1,1,0,0,0,0,0,0,,NJ
Data Analyst,95-119 ,3.9,Nolij Consulting,"Falls Church, VA",51 to 200 employees,Company - Public,Consulting,95,119,107, VA,0,8,1,1,0,0,0,1,0,,VA
Data Scientist,95-119 ,3.4,Dice.com,"Newton, MA",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,95,119,107, MA,0,30,1,1,0,0,1,0,0,,CO
Data Scientist,95-119 ,3.5,Gap Inc.,"San Francisco, CA",10000+ employees,Company - Public,"Department, Clothing, & Shoe Stores",95,119,107, CA,1,51,1,0,0,1,0,0,1,,CA
Data Scientist,95-119 ,4.7,"Tygart Technology, Inc","Washington, DC",1 to 50 employees,Company - Private,,95,119,107, DC,0,-1,1,1,1,0,0,0,1,,WV
Data Scientist,95-119 ,0.0,Hatch Data Inc,"San Francisco, CA",,,,95,119,107, CA,0,-1,1,0,0,1,1,0,0,,
Data Scientist,95-119 ,4.6,Murray Resources,"The Woodlands, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,95,119,107, TX,0,32,1,1,1,0,0,1,0,,TX
Data Scientist,95-119 ,4.0,New York Technology Partners,"Seattle, WA",51 to 200 employees,Company - Private,Computer Hardware & Software,95,119,107, WA,0,21,1,1,1,1,1,0,0,,NJ
Data Scientist,95-119 ,4.0,Two95 International Inc.,"Chicago, IL",1 to 50 employees,Company - Private,Staffing & Outsourcing,95,119,107, IL,0,-1,1,0,0,0,0,0,0,,NJ
Data Scientist,95-119 ,0.0,Sophinea,"Chantilly, VA",1 to 50 employees,,,95,119,107, VA,0,-1,0,0,0,0,0,0,0,,
Data Scientist,95-119 ,4.7,CRS Group,"Chicago, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,95,119,107, IL,0,26,0,0,0,0,0,0,0,,IL
Data Scientist,95-119 ,3.5,Blackstone Talent Group,"San Francisco, CA",51 to 200 employees,Company - Private,Consulting,95,119,107, CA,1,22,1,0,0,0,1,0,0,,CA
Data Scientist - TS/SCI Required,95-119 ,5.0,Phoenix Operations Group,"Baltimore, MD",1 to 50 employees,Company - Private,IT Services,95,119,107, MD,0,9,1,0,0,1,0,0,1,,MD
Senior Principal Data Scientist (Python/R),212-331 ,4.1,Roche,"Pleasanton, CA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,212,331,271, CA,0,124,1,1,1,1,0,0,1,senior,
"Real World Science, Data Scientist",212-331 ,4.0,AstraZeneca,"Wilmington, DE",10000+ employees,Company - Public,Biotech & Pharmaceuticals,212,331,271, DE,0,107,1,0,1,0,0,0,0,,
Data Scientist,212-331 ,3.6,Creative Circle,United States,201 to 500 employees,Company - Public,Staffing & Outsourcing,212,331,271,US,0,18,1,0,0,0,0,0,0,,CA
Data Scientist(s)/Machine Learning Engineer,212-331 ,5.0,Blue Horizon Tek Solutions,"New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,212,331,271, NY,0,33,1,1,0,0,0,0,0,,FL
Senior Data Scientist,212-331 ,3.5,Maxar Technologies,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,212,331,271, VA,0,-1,1,1,0,0,0,0,1,senior,CO
Data Scientist,212-331 ,4.7,Sharpedge Solutions Inc,"Seattle, WA",,Company - Private,Publishing,212,331,271, WA,0,-1,1,1,1,1,1,0,0,,IL
Data Scientist,212-331 ,3.5,Maxar Technologies,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,212,331,271, VA,0,-1,1,0,1,1,0,1,0,,CO
Data Scientist,212-331 ,3.6,Alaka`ina Foundation Family of Companies,"Fort Sam Houston, TX",501 to 1000 employees,Government,,212,331,271, TX,0,-1,1,0,0,0,0,0,0,,HI
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,212-331 ,3.9,Southwest Research Institute,"Oklahoma City, OK",1001 to 5000 employees,Nonprofit Organization,Research & Development,212,331,271, OK,0,73,1,1,0,0,0,0,0,,TX
Data Scientist,212-331 ,2.7,Hexagon US Federal,"Lexington Park, MD",51 to 200 employees,Company - Public,Aerospace & Defense,212,331,271, MD,0,10,0,1,0,0,1,0,0,,VA
Data Science Software Engineer,212-331 ,4.8,Klaviyo,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,212,331,271, MA,1,8,1,0,0,0,0,0,0,,MA
"Scientist / Group Lead, Cancer Biology",212-331 ,0.0,Monte Rosa Therapeutics,"Cambridge, MA",,,,212,331,271, MA,0,-1,0,1,0,0,0,0,0,senior,
Data Scientist,212-331 ,4.0,Comtech Global Inc,"Washington, DC",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",212,331,271, DC,0,-1,1,0,1,1,1,1,0,,OH
Data Scientist,212-331 ,3.8,"Aveshka, Inc.","Washington, DC",51 to 200 employees,Company - Public,IT Services,212,331,271, DC,0,10,1,1,0,1,0,0,1,,VA
"Manager, Field Application Scientist, Southeast",212-331 ,4.2,10x Genomics,"Raleigh, NC",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,212,331,271, NC,0,8,0,1,0,0,0,0,0,,CA
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,212-331 ,3.9,Southwest Research Institute,"Dayton, OH",1001 to 5000 employees,Nonprofit Organization,Research & Development,212,331,271, OH,0,73,1,1,0,0,0,0,0,,TX
Data Scientist,212-331 ,0.0,CompuForce,"New York, NY",,Company - Private,,212,331,271, NY,1,-1,0,1,1,1,1,0,1,,NY
Data Scientist,212-331 ,4.5,Smith Hanley Associates,"Washington, DC",1 to 50 employees,Company - Private,Staffing & Outsourcing,212,331,271, DC,0,40,1,0,0,0,0,0,0,,
Scientist - Machine Learning,212-331 ,3.5,Allen Institute,"Seattle, WA",201 to 500 employees,Nonprofit Organization,Research & Development,212,331,271, WA,1,17,0,0,0,0,0,0,0,,WA
Data Scientist,212-331 ,2.7,1-800-Flowers,"New York, NY",1001 to 5000 employees,Company - Public,Wholesale,212,331,271, NY,0,44,1,1,0,0,0,1,0,,NY
Data Scientist,212-331 ,3.5,Aptive,"Washington, DC",51 to 200 employees,Company - Private,Consulting,212,331,271, DC,0,8,1,1,0,0,0,1,0,,VA
Data Scientist - Image and Video Analytics,66-112 ,4.9,The Mom Project,"Longmont, CO",1 to 50 employees,Company - Private,Staffing & Outsourcing,66,112,89, CO,0,4,1,0,1,1,1,0,0,,IL
Data Scientist,66-112 ,3.6,Powertek,"Washington, DC",51 to 200 employees,Company - Private,IT Services,66,112,89, DC,0,19,0,0,0,0,0,0,0,,MD
Data Scientist,66-112 ,5.0,JCD Staffing,"Washington, DC",1 to 50 employees,Company - Private,,66,112,89, DC,0,-1,1,1,0,0,0,1,0,,MD
Data Scientist,66-112 ,3.1,Bayside Solutions,"Sunnyvale, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,66,112,89, CA,0,19,1,1,0,0,0,1,0,,CA
Senior Data Engineer,66-112 ,3.9,Thumbtack,"San Francisco, CA",501 to 1000 employees,Company - Private,Internet,66,112,89, CA,1,11,1,1,0,0,1,0,0,senior,CA
Data Scientist,66-112 ,3.4,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD",51 to 200 employees,Company - Private,IT Services,66,112,89, MD,0,34,0,1,0,0,0,0,0,,FL
Machine Learning Scientist / Engineer,66-112 ,4.1,Apple,"Santa Clara, CA",10000+ employees,Company - Public,Computer Hardware & Software,66,112,89, CA,0,44,0,0,0,0,0,0,0,,CA
Data Scientist,66-112 ,4.1,Kforce,"Fairfax, VA",10000+ employees,Company - Public,Staffing & Outsourcing,66,112,89, VA,0,54,0,0,0,0,0,0,0,,FL
Sr. Data Scientist,66-112 ,3.5,Evolve Vacation Rental,"Denver, CO",201 to 500 employees,Company - Private,Travel Agencies,66,112,89, CO,1,9,1,0,0,0,0,0,0,senior,CO
"Intelligence Data Analyst, Senior",66-112 ,4.3,The Buffalo Group,"Fort Belvoir, VA",501 to 1000 employees,Company - Private,IT Services,66,112,89, VA,0,10,1,0,0,0,0,0,0,senior,VA
Data Science Analyst,66-112 ,4.4,OppLoans,"Chicago, IL",201 to 500 employees,Company - Private,Lending,66,112,89, IL,1,8,1,0,0,0,0,0,0,,IL
Data Scientist,66-112 ,3.8,AgreeYa Solutions,"Thousand Oaks, CA",1001 to 5000 employees,Company - Private,IT Services,66,112,89, CA,0,21,1,1,0,0,0,0,0,,CA
Data Scientist,66-112 ,3.7,Carolina Power & Light Co,"McLean, VA",5001 to 10000 employees,Subsidiary or Business Segment,Energy,66,112,89, VA,0,112,1,1,0,0,0,0,1,,NC
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,66-112 ,3.9,Southwest Research Institute,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,66,112,89, TX,1,73,1,1,0,0,0,0,0,,TX
Data Scientist,66-112 ,3.9,Brillient,"Silver Spring, MD",501 to 1000 employees,Company - Private,IT Services,66,112,89, MD,0,14,1,1,0,0,0,0,1,,VA
Data Modeler (Analytical Systems),66-112 ,3.7,MassMutual,"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,66,112,89, MA,0,169,0,1,1,1,0,0,1,,MA
Data Scientist,66-112 ,2.9,Xator Corporation,"Washington, DC",501 to 1000 employees,Contract,IT Services,66,112,89, DC,0,-1,0,0,0,0,0,0,0,,VA
Data Scientist,66-112 ,4.6,HAN IT Staffing Inc.,"New York, NY",51 to 200 employees,Company - Private,IT Services,66,112,89, NY,0,8,1,1,0,0,0,0,1,,NJ
Data Scientist,66-112 ,3.4,Infinitive Inc,"McLean, VA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,66,112,89, VA,0,23,1,1,1,1,1,0,1,,IA
"Data Engineer (Analytics, SQL, Python, AWS)",66-112 ,4.0,Travelers,"Hartford, CT",10000+ employees,Company - Public,Insurance Carriers,66,112,89, CT,1,167,1,0,0,1,1,0,1,,CT
Data Scientist 3 (718),128-201 ,3.3,Amyris,"Emeryville, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,128,201,164, CA,1,17,1,0,0,0,1,0,0,,CA
Data Scientist,128-201 ,4.3,Lightspeed Systems,"Austin, TX",51 to 200 employees,Company - Private,Computer Hardware & Software,128,201,164, TX,1,21,1,0,0,1,1,0,0,,TX
Senior Data Scientist,128-201 ,3.9,Thumbtack,"San Francisco, CA",501 to 1000 employees,Company - Private,Internet,128,201,164, CA,1,11,1,1,1,1,0,0,0,senior,CA
Senior Data Analyst - Finance & Platform Analytics,128-201 ,3.6,Twitch,"San Francisco, CA",1001 to 5000 employees,Subsidiary or Business Segment,Internet,128,201,164, CA,1,9,1,0,0,0,0,1,0,senior,CA
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),128-201 ,4.7,New Relic,"Portland, OR",1001 to 5000 employees,Company - Public,Computer Hardware & Software,128,201,164, OR,0,12,1,0,0,0,0,0,0,,CA
IT Partner Digital Health Technology and Data Science,128-201 ,3.6,Biogen,"Cambridge, MA",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,128,201,164, MA,1,42,0,1,0,0,0,0,0,,MA
Data Scientist,128-201 ,0.0,HireAi,"San Francisco, CA",,,,128,201,164, CA,0,-1,1,1,0,1,0,1,0,,
"Senior Machine Learning Scientist - Bay Area, CA",128-201 ,3.3,Tempus Labs,"Redwood City, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,128,201,164, CA,0,5,1,0,0,0,1,0,0,senior,IL
Data Scientist,128-201 ,3.3,ICW Group,"San Diego, CA",501 to 1000 employees,Company - Private,Insurance Carriers,128,201,164, CA,1,48,1,0,0,0,0,0,0,,CA
Clinical Data Analyst,128-201 ,3.8,NYSTEC,"New York, NY",51 to 200 employees,Nonprofit Organization,Consulting,128,201,164, NY,0,24,1,0,0,0,0,0,0,,NY
Data Scientist,128-201 ,4.5,E3 Federal Solutions,"Chantilly, VA",501 to 1000 employees,Company - Private,Consulting,128,201,164, VA,0,16,0,0,1,0,0,0,1,,VA
Data Engineer,128-201 ,4.5,Kingfisher Systems,"Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,128,201,164, VA,1,15,1,0,0,0,0,0,0,,VA
Data Scientist Technical Specialist,128-201 ,3.4,Peraton,"Chantilly, VA",1001 to 5000 employees,Company - Private,Aerospace & Defense,128,201,164, VA,0,3,1,0,1,1,0,0,1,,VA
Senior Data Scientist,128-201 ,3.1,Group O,"Chicago, IL",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,128,201,164, IL,0,46,1,0,1,0,0,0,0,senior,IL
Data Science Manager,128-201 ,4.0,Autodesk,"San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,128,201,164, CA,0,38,1,1,1,1,0,0,1,,CA
Computer Vision / Deep Learning Scientist,128-201 ,3.3,Tempus Labs,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,128,201,164, IL,1,5,0,0,0,0,1,0,0,,IL
Big Data Engineer,128-201 ,4.1,CaptiveAire,"Raleigh, NC",1001 to 5000 employees,Company - Private,Industrial Manufacturing,128,201,164, NC,1,44,1,0,0,1,0,0,0,,NC
Data Architect,128-201 ,4.2,LSQ,"Orlando, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,128,201,164, FL,1,24,1,0,1,1,1,0,1,,FL
Machine Learning Engineer,128-201 ,3.9,Temboo,"New York, NY",1 to 50 employees,Company - Private,IT Services,128,201,164, NY,1,-1,0,0,1,0,0,0,0,,NY
Data Scientist,128-201 ,0.0,Kibo,"Philadelphia, PA",,Company - Public,,128,201,164, PA,0,-1,1,0,0,0,0,0,0,,
Aviation AI/ML Data Scientist,128-201 ,3.3,MITRE,"McLean, VA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,128,201,164, VA,0,62,1,1,1,1,0,1,1,,MA
Data Scientist,138-158 ,3.9,Mars,United States,10000+ employees,Company - Private,Food & Beverage Manufacturing,138,158,148,US,0,109,1,0,0,1,1,0,0,,VA
Data Scientist / Applied Mathematician,138-158 ,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,138,158,148, CA,1,17,1,0,0,0,1,0,1,,CA
"Machine Learning Engineer, Sr.",138-158 ,4.2,AeroVironment,"Simi Valley, CA",501 to 1000 employees,Company - Public,Aerospace & Defense,138,158,148, CA,1,49,1,1,0,0,1,0,1,senior,CA
Data Scientist (TS/SCI w/ Poly),138-158 ,3.5,Maxar Technologies,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,138,158,148, VA,0,-1,1,0,0,0,0,0,0,,CO
Weapons and Sensors Engineer/Scientist,138-158 ,4.0,Dynetics,"Huntsville, AL",1001 to 5000 employees,Company - Private,Aerospace & Defense,138,158,148, AL,1,46,1,0,0,0,0,0,0,,AL
Applied Computer Scientist,138-158 ,4.5,Systems & Technology Research,"Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,138,158,148, MA,1,10,0,0,0,0,0,0,0,,MA
Senior Data Analyst,138-158 ,4.5,Novetta,"Herndon, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,138,158,148, VA,0,8,1,1,0,0,0,0,0,senior,VA
Information Systems Engineering Specialist (Engineering Scientist),138-158 ,3.8,Applied Research Laboratories,"Austin, TX",501 to 1000 employees,College / University,Colleges & Universities,138,158,148, TX,1,-1,1,0,0,0,1,0,0,,TX
Cloud Data Engineer (Azure),138-158 ,3.9,Navy Federal Credit Union,"Merrifield, VA",10000+ employees,Other Organization,Banks & Credit Unions,138,158,148, VA,0,87,0,0,0,0,0,1,0,,VA
Scientist/Research Associate-Metabolic Engineering,138-158 ,2.0,Conagen,"New Bedford, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,138,158,148, MA,0,-1,0,0,0,0,0,0,0,,MA
"Vice President, Biometrics and Clinical Data Management",138-158 ,4.8,Alector,"South San Francisco, CA",51 to 200 employees,Company - Public,Biotech & Pharmaceuticals,138,158,148, CA,1,7,0,1,0,0,1,0,0,,CA
Enterprise Data Analyst (Enterprise Portfolio Management Office),138-158 ,3.9,Navy Federal Credit Union,"Merrifield, VA",10000+ employees,Other Organization,Banks & Credit Unions,138,158,148, VA,0,87,0,0,0,1,0,1,0,,VA
Senior Scientist - Toxicologist - Product Integrity (Stewardship),138-158 ,3.3,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,138,158,148, NC,1,145,0,1,0,0,0,0,0,senior,NC
Lead Data Scientist – Network Analysis and Control,138-158 ,3.3,MITRE,"Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,138,158,148, MA,1,62,1,1,1,1,1,0,1,senior,MA
Senior Machine Learning Engineer,138-158 ,5.0,LifeOmic,"Raleigh, NC",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,138,158,148, NC,0,4,0,0,0,1,1,0,0,senior,IN
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",138-158 ,4.4,"Homology Medicines, Inc.","New Bedford, MA",51 to 200 employees,Company - Public,,138,158,148, MA,0,-1,0,0,0,0,0,0,0,senior,MA
Data Engineer,138-158 ,3.4,Spectrum Communications and Consulting,"Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,138,158,148, IL,1,28,1,0,0,0,0,0,0,,IL
Developer III - Data Science,138-158 ,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,138,158,148, CA,1,24,0,1,0,0,0,1,0,,CA
Senior Data Engineer,138-158 ,2.9,Affinity Solutions,"New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,138,158,148, NY,1,22,1,0,1,1,0,1,0,senior,NY
Hydrogen/Tritium Materials Scientist (Experienced),138-158 ,3.8,Sandia National Laboratories,"Livermore, CA",10000+ employees,Government,Federal Agencies,138,158,148, CA,0,71,0,0,0,0,0,0,0,,NM
Data Engineer,138-158 ,3.5,Maxar Technologies,"McLean, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,138,158,148, VA,0,-1,1,0,0,0,1,0,0,,CO
Patient Safety- Associate Data Scientist,80-132 ,4.0,AstraZeneca,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,80,132,106, MD,0,107,1,1,0,0,0,0,0,,
